Reviewed	Classification	UniProt	Title	PDB chain IDs
FALSE	4.1	B1Y9Q9	B1Y9Q9 Orotidine 5'-phosphate decarboxylase OS=Pyrobaculum neutrophilum (strain DSM 2338 / JCM 9278 / NBRC 100436 / V24Sta) OX=444157 GN=Tneu_0023 PE=1 SV=1	4df0A,4df0B,4df1A,4df1B
FALSE	4.6	Q8A184	Q8A184 Glycoside hydrolase family 73 OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50) OX=226186 GN=BT_3782 PE=1 SV=1	4mu9A
FALSE	4.4,4.4	Q12038	Q12038 Lethal(2) giant larvae protein homolog SRO7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRO7 PE=1 SV=1	2oajA
FALSE	4.1	E0CX06	E0CX06 Deoxyribose-phosphate aldolase OS=Coccidioides immitis OX=5501 PE=1 SV=1	3oa3A
FALSE	4.1	Q9KMS8	Q9KMS8 Hexulose-6-phosphate synthase SgbH, putative OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=VC_A0242 PE=1 SV=1	3iebA,3iebB,3iebC,3iebD,3iebE,3jr2A,3jr2B,3jr2C,3jr2D
FALSE	4.1	Q9Y823	Q9Y823 Homocitrate synthase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=lys4 PE=1 SV=1	3ivsA,3ivsB,3mi3A,3mi3B
FALSE	3.1	P14280	P14280 Pectinesterase 1 OS=Solanum lycopersicum OX=4081 GN=PME1.9 PE=1 SV=5	1xg2A
FALSE	4.1	Q471D6	Q471D6 Uncharacterized protein OS=Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) OX=264198 GN=Reut_A1631 PE=1 SV=1	3no5A,3no5B,3no5C,3no5D,3no5E,3no5F
FALSE	4.1	A0A0H3LZE4	A0A0H3LZE4 Alanine racemase OS=Bartonella henselae (strain ATCC 49882 / DSM 28221 / Houston 1) OX=283166 GN=alr PE=1 SV=1	3kw3A
FALSE	4.1	D5Q364	D5Q364 N-acetylneuraminate lyase OS=Clostridioides difficile NAP08 OX=525259 GN=nanA PE=1 SV=1	4wozA,4wozF
FALSE	4.1	O66440	O66440 3-dehydroquinate dehydratase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=aroD PE=1 SV=1	2egzA,2egzC,2yswA,2yswB,2yswC
FALSE	3.1	Q76CE6	Q76CE6 Ice-binding protein K3-B1 OS=Typhula ishikariensis OX=69361 GN=K3-B1 PE=1 SV=1	3vn3B
FALSE	3.3	Q05022	Q05022 rRNA biogenesis protein RRP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP5 PE=1 SV=1	5c9sB,5nlgA,5wwmA
FALSE	3.1	P79074	P79074 Endopolygalacturonase OS=Chondrostereum purpureum OX=58369 GN=cppg1 PE=1 SV=1	1k5cA,1kccA,1kcdA
FALSE	3.1	Q8DKB5	Q8DKB5 Carboxysome assembly protein CcmM OS=Thermosynechococcus vestitus (strain IAM M-273 / NIES-2133 / BP-1) OX=197221 GN=ccmM PE=1 SV=1	3kwcA,3kwcB,3kwcC,3kwcD,3kwcE,3kwcF,3kwdA,3kweA
FALSE	4.4	D4AEP7	D4AEP7 Albumin-2 OS=Lathyrus sativus OX=3860 PE=1 SV=2	3lp9A,3lp9B,3lp9C,3lp9D
FALSE	4.1	Q15274	Q15274 Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Homo sapiens OX=9606 GN=QPRT PE=1 SV=3	2jbmC,5ayxC,5ayxF,5ayyA,5ayyC,5ayyF,5ayyG,5ayyH,5ayyI,5ayzA,5ayzB,5ayzD,5ayzG,5ayzH,5ayzJ,5ayzL
FALSE	3.6	P9WNU1	P9WNU1 Beta sliding clamp OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=dnaN PE=1 SV=1	3p16A,3p16B,3p16C,3p16D,3p16E,3p16F,3rb9B,5agvB
FALSE	4.1	Q9RVU2	Q9RVU2 Phosphotriesterase, putative OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422) OX=243230 GN=DR_0930 PE=1 SV=1	2zc1A,3fdkA,3gthA,3gtiA,3gtxA,3gu1A,3gu2A,3gu9A,3htwA,4j2mA,4j35A,4j5nA
FALSE	3.3,4.1	Q13418	Q13418 Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2	2kbxA,3f6qA,3ixeA,4hi8A,4hi9A,6mibA
FALSE	3.2	Q96FE5	Q96FE5 Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 OS=Homo sapiens OX=9606 GN=LINGO1 PE=1 SV=2	2id5A,2id5B,2id5C,2id5D,4oqtA
FALSE	3.3	G0S7T3	G0S7T3 Uncharacterized protein OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0028730 PE=1 SV=1	3lpzA
FALSE	4.4	C4ZBG5	C4ZBG5 DUF5050 domain-containing protein OS=Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) OX=515619 GN=EUBREC_1955 PE=1 SV=1	3s25A
FALSE	4.2	P80188	P80188 Neutrophil gelatinase-associated lipocalin OS=Homo sapiens OX=9606 GN=LCN2 PE=1 SV=2	1dfvA,1dfvB
FALSE	3.3	Q8BRT1	Q8BRT1 CLIP-associating protein 2 OS=Mus musculus OX=10090 GN=Clasp2 PE=1 SV=1	3wozA,3wozB,3wozC,3wozD
FALSE	4.1	Q8ZL58	Q8ZL58 L-talarate/galactarate dehydratase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=STM3697 PE=1 SV=1	2pp0A,2pp0B,2pp0C,2pp1A,2pp1B,2pp1C,2pp1D,2pp1E,2pp1F,2pp3A,2pp3B,2pp3C
FALSE	3.3	Q92882	Q92882 Osteoclast-stimulating factor 1 OS=Homo sapiens OX=9606 GN=OSTF1 PE=1 SV=2	3ehqA,3ehqB,3ehrA,3ehrB
FALSE	4.2	P02701	P02701 Avidin OS=Gallus gallus OX=9031 GN=AVD PE=1 SV=3	1avdA,1avdB,1aveA,1aveB,1ij8A,1ij8B,1ldoA,1ldoB,1ldqA,1lelB,1nqnA,1ravA,1ravB,1vyoA,1vyoB,2a5bA,2a5bB,2a5cA,2a5cB,2a8gA,2a8gB,2aviA,2aviB,2c4iA,2camA,2camB,2jgsB,2jgsC,2jgsD,2mf6A,2mf6B,2mf6C,2mf6D,3fdcA,3fdcB,3mm0A,3mm0B,3mm0C,3mm0D,3mm0E,3mm0F,3mm0G,3mm0H,3mm0I,3mm0K,3mm0M,3mm0N,3vgwA,3vgwB,3vgwC,3vgwD,3vgwE,3vgwF,3vgwG,3vgwH,3vhhA,3vhhB,3vhhC,3vhhD,3vhiA,3vhiB,3vhiC,3vhiD,3vhmA,3vhmB,3vhmC,3vhmD,4i60A,4jhqA,4jhqB,5chkA,5iruA,5iruB,5iruC,5iruD,5irwA,5irwB,5irwC,5irwD
FALSE	4.5	Q83E11	Q83E11 3-phosphoshikimate 1-carboxyvinyltransferase OS=Coxiella burnetii (strain RSA 493 / Nine Mile phase I) OX=227377 GN=aroA PE=1 SV=1	3roiA,3roiB,3slhA,3slhB,3slhC,3slhD,3tr1A,4egrA,4egrB,4egrC,4egrD,4egrE,4egrF,4gfpA,4zndA
FALSE	4.2	A5F934	A5F934 Outer membrane protein U OS=Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395) OX=345073 GN=ompU PE=1 SV=2	6ehbA
FALSE	3.2	P10810	P10810 Monocyte differentiation antigen CD14 OS=Mus musculus OX=10090 GN=Cd14 PE=1 SV=1	1wwlA,1wwlB
FALSE	4.4	A5ZFJ0	A5ZFJ0 Uncharacterized protein OS=Bacteroides caccae ATCC 43185 OX=411901 GN=BACCAC_01654 PE=1 SV=1	3no2A
FALSE	4.1	Q9F3A5	Q9F3A5 Putative isomerase OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=SCO7570 PE=1 SV=1	2oqhA,2oqhB,2oqhC
FALSE	3.6	Q97Z84	Q97Z84 DNA polymerase sliding clamp 2 OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=pcn2 PE=1 SV=2	2hiiB,2io4B,2io4D,2ix2B,2izoB,2ntiB,2ntiE,2ntiH,3fdsD
FALSE	4.2	P13240	P13240 Disease resistance response protein 206 OS=Pisum sativum OX=3888 GN=PI206 PE=1 SV=2	4revA
FALSE	4.2	D1MPT3	D1MPT3 PAmCherry1 protein OS=Discosoma sp. OX=86600 GN=PAmCherry PE=1 SV=1	3kcsA
FALSE	4.10	A0A0R4I968	A0A0R4I968 Frutalin OS=Artocarpus OX=3488 PE=1 SV=1	4wogA,4wogB,4wogC,4wogD
FALSE	4.2	P0C6Q6	P0C6Q6 Outer membrane protein U OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=ompU PE=1 SV=1	5onuA
FALSE	4.1	O67216	O67216 4-hydroxy-tetrahydrodipicolinate synthase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=dapA PE=1 SV=1	2ehhE
FALSE	3.2	A7LUR6	A7LUR6 Bacterial group 3 Ig-like protein OS=Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153) OX=411476 GN=BACOVA_01565 PE=1 SV=1	4fdwA
FALSE	3.3	Q09487	Q09487 PUM-HD domain-containing protein OS=Caenorhabditis elegans OX=6239 GN=puf-8 PE=1 SV=3	6nodA
FALSE	4.1	O95154	O95154 Aflatoxin B1 aldehyde reductase member 3 OS=Homo sapiens OX=9606 GN=AKR7A3 PE=1 SV=2	2clpA,2clpB,2clpC,2clpD,2clpE,2clpF,2clpG,2clpH,2clpI,2clpJ,2clpK
FALSE	3.3	A0A3L7I2I8	A0A3L7I2I8 85/88 kDa calcium-independent phospholipase A2 OS=Cricetulus griseus OX=10029 GN=PLA2G6 PE=1 SV=1	6aunA
FALSE	3.1	P77791	P77791 Maltose O-acetyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=maa PE=1 SV=3	1ocxA,1ocxB,1ocxC,6ag8A,6ag8C
FALSE	4.1	O31618	O31618 Thiazole synthase OS=Bacillus subtilis (strain 168) OX=224308 GN=thiG PE=1 SV=1	1tygA,1tygC,1xm3B
FALSE	4.1	Q92ZS5	Q92ZS5 Enolase OS=Rhizobium meliloti (strain 1021) OX=266834 GN=SMa0708 PE=1 SV=1	2ppgA,2ppgB,2ppgC,2ppgD,4h1zA,4h1zB,4h1zC,4h1zD,4h1zE,4h1zF,4h1zG,4h1zH
FALSE	3.3	Q960B1	Q960B1 SD10334p OS=Drosophila melanogaster OX=7227 GN=unc-45 PE=1 SV=1	3nowA
FALSE	4.1	P39304	P39304 3-keto-L-gulonate-6-phosphate decarboxylase UlaD OS=Escherichia coli (strain K12) OX=83333 GN=ulaD PE=1 SV=1	1kv8A,1kv8B,1kw1A,1kw1B,1q6lA,1q6lB,1q6oA,1q6oB,1q6qA,1q6qB,1q6rA,1q6rB,1so3A,1so3B,1so4A,1so4B,1so5A,1so5B,1so6A,1so6B,1xbvA,1xbvB,1xbxA,1xbxB,1xbyA,1xbyB,1xbzA,1xbzB
FALSE	4.2	P56734	P56734 Avidin-related protein 4/5 OS=Gallus gallus OX=9031 GN=AVR4 PE=1 SV=1	1y52X,1y52Y,1y53X,1y53Y,1y55X,1y55Y,2fhlA,2fhlB,2fhnX,2fhnY,2mf6A,2mf6B,2mf6C,2mf6D,2of8A,2of8B,2of9A,2of9B,2ofaA,2ofaB,2ofbA,2ofbB,3mm0A,3mm0B,3mm0C,3mm0D,3mm0E,3mm0F,3mm0G,3mm0H,3mm0I,3mm0K,3mm0M,3mm0N,4bcsA,4bcsB
FALSE	4.4	Q04491	Q04491 Protein transport protein SEC13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC13 PE=1 SV=1	2pm6B,2pm6D,2pm7B,2pm7D,2pm9B,3ikoA,3ikoD,3ikoG,3jroA,3jrpA,3mzkA,3mzkD,3mzlA,3mzlC,3mzlE,3mzlG,4bzjB,4bzjF,4bzkB,4bzkF,4xmmA,4xmnA
FALSE	4.4	B6K598	B6K598 Kinetochore protein Mis16 OS=Schizosaccharomyces japonicus (strain yFS275 / FY16936) OX=402676 GN=SJAG_03867 PE=1 SV=2	4xyhA,4xyiA
FALSE	3.4	P0ADV1	P0ADV1 Lipopolysaccharide export system protein LptA OS=Escherichia coli (strain K12) OX=83333 GN=lptA PE=1 SV=1	2r19A,2r19B,2r1aA,2r1aB,2r1aC,2r1aD,2r1aE,2r1aF,2r1aG,2r1aH
FALSE	3.3	Q9UNM6	Q9UNM6 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2	5gjqO,5gjr2,5gjrO,5l4kO,5ln3O,5t0ga,5t0ha,5t0ia,5t0ja,5vfpa,5vfqa,5vfra,5vfsa,5vfta,5vfua,5vgza,5vhfa,5vhha,5vhia,5vhsa,6msba,6msda,6msea,6msga,6msha,6msja,6mska,6wjda,6wjna,7w37a,7w38a,7w39a,7w3aa,7w3ba,7w3ca,7w3fa,7w3ga,7w3ha,7w3ia,7w3ja,7w3ka
FALSE	3.3	P25054	P25054 Adenomatous polyposis coli protein OS=Homo sapiens OX=9606 GN=APC PE=1 SV=2	3au3A,3nmwA,3nmwB,3nmxA,3nmxB,3nmxC,3nmzA,3nmzB,3qheA,3qheC,3t7uA,3t7uB,4yjeA,4yjlA,4yjlB,4yjlC,4yjlD,4yjlE,4yjlF,4yk6A,5b6gA,5iz6A,5iz8A,5iz8B,5iz9A,5izaA,5z8hA
FALSE	4.9,4.9	P81446	P81446 Beta-galactoside-specific lectin 1 OS=Viscum album OX=3972 PE=1 SV=3	1onkB,3d7wB
FALSE	4.1	Q58499	Q58499 (5-formylfuran-3-yl)methyl phosphate synthase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=mfnB PE=1 SV=1	4rc1A,4rc1B,4rc1C,4rc1D,4rc1E,4rc1F,4rc1G,4rc1H,4rc1I,4u9pA,4u9pB,4u9pC
FALSE	4.1	H2VFG5	H2VFG5 N-acetylneuraminate synthase OS=Neisseria meningitidis serogroup B OX=491 GN=synC PE=1 SV=1	6ppxA,6ppyA,6ppzA
FALSE	3.1	A0A159BDB5	A0A159BDB5 Tail fiber OS=Acinetobacter phage phiAB6 OX=1698439 GN=phiAB6_gp40 PE=1 SV=1	5js4B
FALSE	5.5	P17181	P17181 Interferon alpha/beta receptor 1 OS=Homo sapiens OX=9606 GN=IFNAR1 PE=1 SV=3	3s98A,3se3A,3se4A
FALSE	3.2	Q64V53	Q64V53 WGR domain-containing protein OS=Bacteroides fragilis (strain YCH46) OX=295405 GN=BF1877 PE=1 SV=1	2ra8A
FALSE	3.3	P30260	P30260 Cell division cycle protein 27 homolog OS=Homo sapiens OX=9606 GN=CDC27 PE=1 SV=2	4rg6A,4rg6B,4rg7A,4rg7B,4rg9A,4rg9B,4ui9F,4ui9H,5a31F,5a31H,5g04F,5g04H,5g05F,5g05H,5lcwF,5lcwH,6q6gJ,6q6gP,6q6hJ,6q6hP,6tm5F,6tm5H
FALSE	4.4,3.4,4.4,3.4	Q6XV27	Q6XV27 Neuraminidase OS=Influenza A virus (strain A/Duck/England/1/1956 H11N6) OX=383550 GN=NA PE=1 SV=1	1v0zA,1v0zB,1v0zC,1v0zD,1w1xA,1w1xB,1w1xC,1w1xD,1w20A,1w20B,1w20C,1w20D,1w21A,1w21B,1w21C,1w21D,2cmlA,2cmlB,2cmlC,2cmlD,6hfyA,6hfyB,6hfyC,6hfyD,6hg5A,6hg5B,6hg5C,6hg5D,6hgbA,6hgbB,6hgbC,6hgbD
FALSE	4.1	Q9X1P5	Q9X1P5 Deoxyribose-phosphate aldolase OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=deoC PE=1 SV=1	3r12A,3r12B,3r13A,3r13B
FALSE	4.2	Q6VRY4	Q6VRY4 Factor H binding protein variant B01_001 (Fragment) OS=Neisseria meningitidis OX=487 GN=fhbp PE=1 SV=1	2kdyA
FALSE	4.2	O33407	O33407 Esterase EstA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=estA PE=1 SV=1	3kvnA
FALSE	4.2	O15540	O15540 Fatty acid-binding protein, brain OS=Homo sapiens OX=9606 GN=FABP7 PE=1 SV=3	1fdqA,1fdqB,1fe3A,1jjxA,5uraA,5uraB,5uraC,5uraD
FALSE	4.4	O13034	O13034 V(D)J recombination-activating protein 2 OS=Danio rerio OX=7955 GN=rag2 PE=1 SV=1	3jbwB,3jbwD,3jbxB,3jbxD,3jbyB,3jbyD,6dbiB,6dbiD,6dbjB,6dbjD,6dblB,6dblD,6dboB,6dboD,6dbqB,6dbqD,6dbrB,6dbrD,6dbtB,6dbtD,6dbuB,6dbuD,6dbvB,6dbvD,6dbwB,6dbwD,6dbxB,6dbxD
FALSE	3.3	P36070	P36070 RNA polymerase I-specific transcription initiation factor RRN3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRN3 PE=1 SV=1	3tj1A,6rrdO,6ruoO,6rweO
FALSE	3.2,3.1	G2NFJ9	G2NFJ9 Exo-beta-1,3-glucanase OS=Streptomyces sp. (strain SirexAA-E / ActE) OX=862751 GN=SACTE_4363 PE=1 SV=1	4tyvA,4tyvB,4tz1A,4tz5A,4tz5B
FALSE	4.2	D0VWW2	D0VWW2 mOrange OS=Discosoma sp. OX=86600 PE=1 SV=1	2h5oA,2h5oB,4q7rA,4q7rB,4q7tA,4q7tB,4q7uA,5fhvA,5h88A,5h88B,5h88C,5h88D
FALSE	4.4	A6KZ57	A6KZ57 Uncharacterized protein OS=Phocaeicola vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154) OX=435590 GN=BVU_1028 PE=1 SV=1	3s9jA
FALSE	3.2	A5ZLA0	A5ZLA0 Bacterial group 3 Ig-like protein OS=Bacteroides caccae ATCC 43185 OX=411901 GN=BACCAC_03700 PE=1 SV=1	4fd0A
FALSE	3.3,4.4	P49687	P49687 Nucleoporin NUP145 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP145 PE=1 SV=1	3ikoH,3jroA,3jrpA
FALSE	3.4	A0A0H2UNH0	A0A0H2UNH0 Choline binding protein J OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=cbpJ PE=1 SV=1	6jyxA
FALSE	4.4	P40477	P40477 Nucleoporin NUP159 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP159 PE=1 SV=1	1xipA,3rrmC
FALSE		P03347	P03347 Gag polyprotein OS=Human immunodeficiency virus type 1 group M subtype B (isolate BH10) OX=11678 GN=gag PE=1 SV=3	5kp9B
FALSE	3.1	Q07181	Q07181 Polygalacturonase OS=Gibberella fujikuroi OX=5127 GN=PGA PE=1 SV=1	1hg8A
FALSE	3.3	Q8IUH5	Q8IUH5 Palmitoyltransferase ZDHHC17 OS=Homo sapiens OX=9606 GN=ZDHHC17 PE=1 SV=2	3eu9A,3eu9B,3eu9C,5w7iA,5w7iC,5w7jA,5w7jC
FALSE	4.5,4.1	Q9P8C9	Q9P8C9 Xylose isomerase OS=Piromyces sp. (strain E2) OX=73868 GN=xylA PE=1 SV=1	5nh4A,5nh4B,5nh4C,5nh4D,5nh6A,5nh6B,5nh6C,5nh6D,5nh7A,5nh7B,5nh7C,5nh7D,5nh8A,5nh8B,5nh8C,5nh8D,5nh9A,5nh9B,5nh9C,5nh9D,5nhaA,5nhaB,5nhaC,5nhaD,5nhbA,5nhbB,5nhbC,5nhbD,5nhcA,5nhcB,5nhcC,5nhdA,5nhdB,5nhdC,5nhdD,5nheA,5nheB,5nheC,5nheD,5nhmA,5nhmB,5nhmC,5nhmD,5yn3A,5yn3B,5yn3C,5yn3D,6t8eA,6t8eB,6t8eC,6t8eD
FALSE	3.6	Q975N2	Q975N2 DNA polymerase sliding clamp 1 OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=pcn1 PE=1 SV=1	1ud9A,1ud9B,1ud9C,1ud9D
FALSE	4.4	Q8A230	Q8A230 IPT/TIG domain-containing protein OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50) OX=226186 GN=BT_3476 PE=1 SV=1	3tc9A,3tc9B
FALSE	4.1	Q51958	Q51958 Muconate lactonizing enzyme OS=Pseudomonas putida OX=303 GN=catB PE=1 SV=1	1bkhA,1bkhB,1bkhC,1f9cA,1f9cB
FALSE	4.1	A0A140NB38	A0A140NB38 KHG/KDPG aldolase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1789 PE=1 SV=1	1euaA,1euaB,1euaC
FALSE	3.1	Q5LH16	Q5LH16 Putative acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase OS=Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / NCTC 9343 / Onslow) OX=272559 GN=lpxA PE=1 SV=1	4r36A,4r36B,4r37A,4r37B
FALSE	4.4	Q04830	Q04830 Tail spike protein OS=Escherichia phage K1F OX=344021 PE=1 SV=4	1v0eA,1v0eB,1v0eC,1v0eD,1v0eE,1v0eF,1v0fA,1v0fB,1v0fC,1v0fD,1v0fE,1v0fF,3gvjA,3gvlA,3ju4A
FALSE	3.3	O74985	O74985 N-terminal acetyltransferase A complex subunit nat1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nat1 PE=1 SV=1	4kvmA,4kvmB,4kvmC,4kvmD,4kvoA,4kvoB,4kvoC,4kvoD
FALSE	3.1	P26213	P26213 Endopolygalacturonase I OS=Aspergillus niger OX=5061 GN=pgaI PE=1 SV=1	1nhcA,1nhcB,1nhcC,1nhcD,1nhcE,1nhcF
FALSE	4.1	O02611	O02611 Triosephosphate isomerase OS=Entamoeba histolytica OX=5759 GN=TPI PE=1 SV=2	1m6jA,1m6jB
FALSE	4.1,3.4	A0A0H2WWV6	A0A0H2WWV6 Poly(ribitol-phosphate) alpha-N-acetylglucosaminyltransferase OS=Staphylococcus aureus (strain COL) OX=93062 GN=tarM PE=1 SV=1	4x6lA,4x6lB,4x6lC,4x6lD,4x7mA,4x7mB,4x7pA,4x7pB,4x7rA,4x7rB
FALSE	5.3	O95863	O95863 Zinc finger protein SNAI1 OS=Homo sapiens OX=9606 GN=SNAI1 PE=1 SV=2	3w5kB
FALSE	4.2,4.2	A0A2Z5X7U3	A0A2Z5X7U3 Green fluorescent protein OS=Olindias formosus OX=1495449 GN=dfGFP PE=1 SV=1	6j1aA
FALSE	3.1	P0C1A2	P0C1A2 Pectate lyase A OS=Dickeya chrysanthemi OX=556 GN=pelA PE=1 SV=1	1jrgA,1jrgB,1jtaA,1oocA,1oocB,1pe9A,1pe9B
FALSE	4.1	A0A2S9PLG4	A0A2S9PLG4 Dihydropteroate synthase OS=Yersinia pestis OX=632 GN=dhpS PE=1 SV=1	3tyuA,3tyzA,3tyzB,3tzfA,3tzfB,3tznA,3tznB,5jq9A,5jq9B
FALSE	4.2	Q8AWD0	Q8AWD0 Voltage-dependent anion-selective channel protein 2 OS=Danio rerio OX=7955 GN=zgc:55795 PE=1 SV=1	4bumX
FALSE	4.4	O13615	O13615 Pre-mRNA-splicing factor prp5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=prp5 PE=1 SV=1	3jb9K
FALSE	3.1	Q8PXX8	Q8PXX8 ABC transporter, ATP-binding protein OS=Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) OX=192952 GN=MM_1088 PE=1 SV=1	4dn7A,4dn7B
FALSE	4.2	P06996	P06996 Outer membrane porin C OS=Escherichia coli (strain K12) OX=83333 GN=ompC PE=1 SV=1	2j1nA
FALSE	3.1	P21645	P21645 UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=lpxD PE=1 SV=2	3eh0A,3eh0B,3eh0C,6p83A,6p83B,6p83C,6p84A,6p84B,6p84C,6p85A,6p85B,6p85C,6p86A,6p86B,6p86C,6p87A,6p87B,6p87C,6p88A,6p88B,6p88C,6p89A,6p89B,6p89C,6p8aA,6p8aB,6p8aC,6p8bA,6p8bB,6p8bC
FALSE	4.2	P72412	P72412 Outer membrane heme receptor ShuA OS=Shigella dysenteriae OX=622 GN=shuA PE=1 SV=1	3fhhA
FALSE	4.4,3.3	O43044	O43044 Nucleoporin nup120 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nup120 PE=1 SV=1	4fhmB,4fhnB,4fhnD
FALSE	4.5	Q8Y4C4	Q8Y4C4 UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1 OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169963 GN=murA1 PE=1 SV=1	3r38A
FALSE	4.1	P9WFY1	P9WFY1 Tryptophan synthase alpha chain OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=trpA PE=1 SV=1	5ocwA,5ocwC,5ocwE,5ocwG,5ocwI,5ocwK,5ocwM,5ocwO,5ocwQ,5ocwS,5ocwU,5ocwW,5tcfA,5tcfC,5tcfG,5tcgA,5tcgC,5tcgE,5tcgG,5tciA,5tciC,5tciE,5tciG,5tcjA,5tcjC,5tcjE,5tcjG,6dweA,6dweC,6dweE,6dweG,6e9pA,6e9pC,6e9pE,6e9pG,6uapA,6uapC,6uapE,6uapG,6ub9A,6ub9C,6ub9E,6ub9G
FALSE	4.2,4.2	Q6QCC2	Q6QCC2 Factor H-binding protein OS=Neisseria meningitidis OX=487 GN=gna1870 PE=1 SV=1	2kc0A,3kvdD
FALSE	3.2	Q99M75	Q99M75 Reticulon-4 receptor OS=Rattus norvegicus OX=10116 GN=Rtn4r PE=1 SV=2	3kj4A,3kj4D
FALSE	4.9	H2FH31	H2FH31 Galactose-binding lectin OS=Crenomytilus grayanus OX=151218 PE=1 SV=1	5duyA,5duyB,5duyC,5duyD,5duyE,5duyF,5f8sA,5f8sB,5f8wA,5f90A,5f90B
FALSE	4.1	Q812M4	Q812M4 4-Hydroxy-2-oxoglutarate aldolase OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711) OX=226900 GN=BC_4844 PE=1 SV=1	3m6yB,3m6yC,3m6yD
